632339023c3bf456b2b2061d	conv1069_1-snip8	"<span class=""blueText""><b>Patient</b>: Don’t go there. I’m trying to ask a good question –</span> <span class=""redText""><b>Doctor</b>: Okay.</span> <span class=""blueText""><b>Patient</b>: - that I’m trying to feel and understand and I know you have an answer as to if that’s going down, why am I feeling this pain again? Has the chemo kind of lessened up again that’s why we need a second and a third one to really go after them?</span> <span class=""redText""><b>Doctor</b>: Yeah. Well it’s not lessened up, it’s just this does not do anything. This is a nice false sense of like hmm it’s going in the right direction.</span> <span class=""blueText""><b>Patient</b>: Yeah.</span> <span class=""redText""><b>Doctor</b>: But you have plenty more cells we got to kill.</span> <span class=""blueText""><b>Patient</b>: Yeah, yeah, okay.</span> <span class=""redText""><b>Doctor</b>: So that’s one. Normally it takes three to sometimes four doses…</span> <span class=""blueText""><b>Patient</b>: Okay.</span> <span class=""redText""><b>Doctor</b>: …for it to work and that’s true for most medicines. It takes three to four doses of anything for anything to work.</span> <span class=""blueText""><b>Patient</b>: Okay.</span> <span class=""redText""><b>Doctor</b>: You don’t have enough in your blood stream to do anything.</span>"	very	not at all	not at all	slightly	slightly	slightly	not at all	not at all	slightly																																																											
632339023c3bf456b2b2061d	conv5022_1-snip8	"<span class=""blueText""><b>Patient</b>: Mm, hmm.</span> <span class=""redText""><b>Doctor</b>: You know, and is that just a swollen gland from inflammation that’s coming there. Cancer really shouldn’t give you a gland. You know, unless that gland is involved. Um, but that’s where the normal prostate cancer goes. It goes to the bone.</span> <span class=""blueText""><b>Patient</b>: Right.</span> <span class=""redText""><b>Doctor</b>: So, I can’t, I’m not judging. I don’t know what that is.</span> <span class=""blueText""><b>Patient</b>: Okay.</span> <span class=""redText""><b>Doctor</b>: Okay?  Your CAT scan, uh, says that there’s more, uh, there’s more scarring at the bone sites.</span> <span class=""blueText""><b>Patient</b>: Mm, hmm.</span> <span class=""redText""><b>Doctor</b>: So, that’s why they can see scarring on CAT scans, but that’s just again, inflammation. Um. And they love to use . And then, the only change that we see is in your right adrenal gland.</span> <span class=""blueText""><b>Patient</b>: MM, hmm.</span> <span class=""redText""><b>Doctor</b>: And they’re saying there’s a nodular appearance, and there’s inflammation around it.</span> <span class=""blueText""><b>Patient</b>: Okay.</span> <span class=""redText""><b>Doctor</b>: Um, so, they don’t know what it is. I went up there. That’s why I wasn’t in right when you got here ‘cuz I wanted to go over it with the radiologist. Like, can you tell me what you think it is, and they don’t know. They’re hedging. Okay?</span> <span class=""blueText""><b>Patient</b>: Okay.</span>"	very	very	slightly	moderately	moderately	moderately	slightly	moderately	moderately																																																											
660c209edf84356804d3b7c4	conv5022_2-snip2	"<span class=""blueText""><b>Patient</b>: Yep. For two weeks. Two weeks off, two weeks on.</span> <span class=""redText""><b>Doctor</b>: You still on the Zoloda? Today?</span> <span class=""blueText""><b>Patient</b>: Yes.</span> <span class=""redText""><b>Doctor</b>: per day any other medicine vitamins?</span> <span class=""blueText""><b>Patient</b>: Yes.</span> <span class=""redText""><b>Doctor</b>: multivitamin steady today?</span> <span class=""blueText""><b>Patient</b>: two more pills; Optim- and two more pills</span> <span class=""blueText""><b>Patient</b>: real small pill</span> <span class=""redText""><b>Doctor</b>: It’s a eye drop or a pill?</span> <span class=""blueText""><b>Patient</b>: It’s a pill. Oral. (pause)</span> <span class=""redText""><b>Doctor</b>: The , how much do you take of that?</span> <span class=""blueText""><b>Patient</b>: I think it’s ten milligrams, small</span> <span class=""redText""><b>Doctor</b>: One capsule a day?</span>"	extremely	moderately	slightly	slightly	not at all	moderately	not at all	not at all	not at all																																																											
660c209edf84356804d3b7c4	conv1016_1-snip6	"<span class=""blueText""><b>Patient</b>: Yeah.</span> <span class=""redText""><b>Doctor</b>: Okay. And who knows what we may have by then too. If you don’t need it at all at that time. The, the I was going to sugg-propose that we do the prescreening and the blood test in anticipation of doing that testing for your blood today.</span> <span class=""blueText""><b>Patient</b>: Okay.</span> <span class=""redText""><b>Doctor</b>: And that way we have at least that cooking…</span> <span class=""greenText""><b>Family Member</b>: Check the markers and?</span> <span class=""redText""><b>Doctor</b>: Right. If the markers are positive, I think you should go on the Niraparib, the PARP inhibitor -  the targeted treatment…</span> <span class=""blueText""><b>Patient</b>: Alright. Yeah, yeah.</span> <span class=""redText""><b>Doctor</b>: If the markers are negative, then we’ll put you on that new hormone therapy study. Okay?</span> <span class=""blueText""><b>Patient</b>: Okay.</span> <span class=""greenText""><b>Family Member</b>: So sort of uh –</span> <span class=""redText""><b>Doctor</b>: But if he can select out for something that might be to work from what we know right now, that’s worthwhile to me.</span> <span class=""blueText""><b>Patient</b>: Okay. So (clears throat)</span>"	very	moderately	slightly	very	slightly	very	very	moderately	very																																																											
660c209edf84356804d3b7c4	conv5047_1-snip15	"<span class=""greenText""><b>Family Member</b>: Mm, hmm.</span> <span class=""redText""><b>Doctor</b>: You know that’s an early phase—Phase I study. That clearly has no data as to whether it works. And so you could window it in at this point, but if the scans when we get them show that the stuff that’s in your liver is even big in other areas,</span> <span class=""greenText""><b>Family Member</b>: Mm, hmm.</span> <span class=""redText""><b>Doctor</b>: you know whether or not you have the willingness or sort of the time to sort of participate in something that’s you know experimental of that nature of a brand new drug is questionable. But some people clearly want to avoid chemotherapy at all costs and are willing to try that even if you know it doesn’t work and they were to miss that opportunity for chemotherapy. So everybody sort of chooses based on who they talk to, who their neighbors are, who’s been through chemo.</span> <span class=""redText""><b>Doctor</b>: What they are willing to think about.</span> <span class=""blueText""><b>Patient</b>: Yes, I have the time. Yeah.</span> <span class=""redText""><b>Doctor</b>: Time is one thing, but again you know what the cancer is going to do is the other.</span> <span class=""blueText""><b>Patient</b>: Side effects and all that, yeah, I don’t know what, yeah.</span> <span class=""redText""><b>Doctor</b>: So those would be potentially three options. If we’re going to go chemotherapy, whether we add in the Vitamin C or not; you get the infusion, you don’t know whether it’s the real thing or</span> <span class=""greenText""><b>Family Member</b>: Mm, hmm.</span> <span class=""redText""><b>Doctor</b>: you get the real chemo. The other one is the immune therapy which my reservation at this point is the gasping thing.</span> <span class=""greenText""><b>Family Member</b>: Mm, hmm.</span>"	very	very	moderately	very	slightly	very	slightly	slightly	slightly																																																											
660c209edf84356804d3b7c4	conv5022_2-snip8	"<span class=""blueText""><b>Patient</b>: No, I don’t think so.</span> <span class=""redText""><b>Doctor</b>: Well then next time.</span> <span class=""blueText""><b>Patient</b>: Okay.</span> <span class=""redText""><b>Doctor</b>: Uh the, I don’t know if they come back yet. I saw that…</span> <span class=""blueText""><b>Patient</b>: And I had a bone density done . And I sent that to her, I don’t know if you saw that?</span> <span class=""redText""><b>Doctor</b>: Uh and G___ is what kind of doctor?</span> <span class=""blueText""><b>Patient</b>: Uh he’s my oncologist</span> <span class=""blueText""><b>Patient</b>: I’m presuming no. where I uh had the scans done</span> <span class=""redText""><b>Doctor</b>: I’ll ask about it. My sense is don’t order a lot of those tests because</span> <span class=""blueText""><b>Patient</b>: Um, hum.</span> <span class=""redText""><b>Doctor</b>: If you not having any bone or physical symptoms If it meets the threshold, they can give you a pill</span> <span class=""blueText""><b>Patient</b>: Yeah, yeah, at the same time, so</span>"	slightly	moderately	slightly	slightly	moderately	moderately	moderately	slightly	slightly																																																											
660c209edf84356804d3b7c4	Doctor-Patient-Conversation-Analysis-post_annotation_question.html	Thank you for your valuable contributions to our study! Our goal is to understand how doctors can communicate better with patients by looking at different perceptions of the doctors’ qualities. Understanding your personal experiences with the medical system will help us to contextualize your responses. We invite you to share insights by answering the following questions. Your answers to these questions are strictly confidential and anonymous.										About how long has it been since you last saw a doctor or other health professional about your health?:::Within the last 2 years (1 year but less than 2 years ago)							During the past 12 months, not counting times you went to an emergency room, how many times did you go to a doctor, nurse, or other health professional to get care for yourself?:::None				Sometimes doctors care more about what is convenient for them than about their patients' medical needs.:::disagree						Doctors are extremely thorough and careful.:::agree				You completely trust doctors' decisions about which medical treatments are best.:::agree			A doctor would never mislead you about anything.:::agree			All in all, you trust doctors completely.:::agree	People of my ethnic group receive the same medical care from doctors and healthcare workers as people from other groups:::disagree					People of my ethnic group are treated the same as people of other groups by doctors and healthcare workers:::neutral			Doctors have the best interests of people of my ethnic group in mind:::agree					What is your gender identity?:::Man		32			Which of the following best describe your current occupational status? Mark all that apply.:::Employed	 What is the highest grade or level of schooling you completed?:::College graduate				Are you of Hispanic or Latino origin or descent?:::No, not Hispanic or Latino					What race or races do you consider yourself to be?:::White		
660c209edf84356804d3b7c4	conv5021_1-snip10	"<span class=""blueText""><b>Patient</b>: All of whom. All of whom. All eight, including the, the black guy who did this study from Harvard, were convinced that they had Native American, uh, genes. None. (Laughs)</span> <span class=""redText""><b>Doctor</b>: Well, you know, I, I did this myself. Ancest--I did Ancestry.</span> <span class=""blueText""><b>Patient</b>: Yeah. I might do that.</span> <span class=""redText""><b>Doctor</b>: And, uh, I don’t know what they. I don’t know enough about what they use as a marker to say you’re ---</span> <span class=""blueText""><b>Patient</b>: Yeah, x-y-or z.</span> <span class=""redText""><b>Doctor</b>: I want to say, I think Native American, there’s certain mutations that might come up that are only in Native American population. So, anyway, my, my story was my, my name is D_. My, there’s a town in England called D_. I had done my genealogy back to eighteen twenty. Until, you know, my --- two generations ago came to America, multiple generations lived in England.</span> <span class=""blueText""><b>Patient</b>: Do you know that for sure?</span> <span class=""redText""><b>Doctor</b>: Were married to people in England, had children in England. So, I’m English, right?  And, then, my moth --- my grandmother’s German. My grandfather is English. So I’m going to do my Ancestry.com just to confirm, um, you know, those are my things.</span> <span class=""greenText""><b>Family Member</b>: I betcha you’re German, like us, yeah.</span> <span class=""redText""><b>Doctor</b>: No English. I don’t even know how it’s possible because</span> <span class=""redText""><b>Doctor</b>: It came back, like, I was German. My mother is Italian. That was there. The German was there, but it didn’t even mention English. And then, there was a little note, saying, “A low probability, four percent, English.”  Like, no, that’s impossible because, English, English, English, English.</span> <span class=""redText""><b>Doctor</b>: I see all of this, and I’m like, hmmm, I wonder if one of my great grandfathers is not English. (Laughs)</span> <span class=""blueText""><b>Patient</b>: He might have been a Norman.</span>"	not at all	moderately	slightly	moderately	moderately	extremely	slightly	slightly	very																																																											
660c209edf84356804d3b7c4	conv6009_1-snip4	"<span class=""blueText""><b>Patient</b>: Right.</span> <span class=""redText""><b>Doctor</b>: And add either chemo or add a hormone drug to it.</span> <span class=""blueText""><b>Patient</b>: Right.</span> <span class=""redText""><b>Doctor</b>: So that would be what we would talk about. We do have trials where we're trying to even build on that. Okay, so hormones plus chemo plus immune therapy or hormones plus hormone therapy plus immune system drugs.</span> <span class=""blueText""><b>Patient</b>: Right.</span> <span class=""redText""><b>Doctor</b>: So how, you know, one is sort of yet such small disease that we're going to try to manage it without using a traditional method, versus we think you've got so much disease that we're going to throw the kitchen sink at you, right? Wow. Okay.</span> <span class=""blueText""><b>Patient</b>: Yeah.</span> <span class=""redText""><b>Doctor</b>: I mean, that is why.</span> <span class=""blueText""><b>Patient</b>: Yeah.</span> <span class=""redText""><b>Doctor</b>: The Aximun scan may help and may also confuse thing.</span> <span class=""blueText""><b>Patient</b>: Mhm.</span> <span class=""redText""><b>Doctor</b>: But I'll hear from you anything that says we got to rush to therapy make a decision right now that I just need to figure out. We are adding Aximun scans to our scanning facility but we don't do them now.</span> <span class=""blueText""><b>Patient</b>: Right.</span>"	moderately	slightly	moderately	slightly	slightly	slightly	slightly	slightly	moderately																																																											
660c209edf84356804d3b7c4	conv6019_1-snip3	"<span class=""blueText""><b>Patient</b>: Um my sister and my great-niece.</span> <span class=""redText""><b>Doctor</b>: Sister and great-niece. A-and i-i-is your great-niece working or is she at home? Is she-</span> <span class=""blueText""><b>Patient</b>: She-she work.</span> <span class=""redText""><b>Doctor</b>: Okay.</span> <span class=""blueText""><b>Patient</b>: Mhm. She probably gon’ be there</span> <span class=""redText""><b>Doctor</b>: Okay. Well um, you might be right that the PSA level could be rising. We’ll find out by uh later this afternoon or tomorrow morning at the latest.</span> <span class=""blueText""><b>Patient</b>: Mhm.</span> <span class=""redText""><b>Doctor</b>: But, I I did want to speak to you about um a research study that we’re doing that I think would be a good fit for you and I wanted to give you some details about that.</span> <span class=""blueText""><b>Patient</b>: Mm-kay.</span> <span class=""redText""><b>Doctor</b>: And then give you some time to uh look at some written information that I’ll give you to take home. And you can look at that with your sister and your great-niece and the three of you can decide together whether you think this might be good idea for you.</span> <span class=""blueText""><b>Patient</b>: Mhm.</span> <span class=""redText""><b>Doctor</b>: And um I just wanted to um write some notes down. And then after I write these notes, I’m going to give you some detailed information about the the clinical trials. So, if if you are not at J_____ H_____. If you were just seeing a medical oncologist without- private practice or community um then the next step for someone like you, where the cancer might be growing or progressing despite the Abiraterone-</span>"	very	very	very	very	moderately	extremely	moderately	very	very																																																											
